,DateOccured,DateReported,Location,Duration
26704,20030701,20040616," Chicago, IL",22:30
26705,20040603,20040603," Manville, NJ",1 hour
26706,20030107,20040612," Stockholm (Sweden),",20 min.
26707,20040507,20040529," Rockford, IL",41:36
26708,19730916,20040620," Jefferson, IA",4 hours
26709,20020528,20040519," Wichita, KS",Five Minutes
26710,20040613,20040616," Toledo, OH",5 seconds
26711,20040527,20040601," Albuquerque, NM",15 minutes
26712,20011118,20040625," Kahului, HI",2 hours
26713,20040508,20040517," Cerritos, CA",5mins
26714,20040626,20040704," Channelview, TX",6 to 8 seconds
26715,20040703,20040707," El Cajon, CA",15 minutes
26716,19821005,20040629," San Antonio, TX",10/05/82
26717,20040627,20040629," Austin, TX",5 seconds
26718,20040615,20040622," Seattle, WA",30 sec
26719,20040620,20040620," Norwell, MA",5 minutes
26720,20040707,20040707," Edmond, OK",6 seconds
26721,20040623,20040622," Toronto (Canada), ON",10 seconds
26722,19670915,20040605," Chiloquin, OR",2 minutes
26723,20040517,20040519," Doncaster (UK/England),",2 seconds
26724,19680715,20040517," Homeworth, OH",5 - 10 minutes
26725,20040517,20040518," Portland, MI",20min
26726,20040514,20040523," South El Monte, CA",
26727,20040705,20040705," Fresno, CA",45 minutes
26728,20040613,20040613," McAlester, OK",23 seconds
26729,20040629,20040630," Ferizaj, Babush (Kosovo),",2 hours
26730,20040625,20040625," Seattle, WA",10 Minutes
26731,20040531,20040601," Modesto, CA",1.5-2 minutes
26732,19570515,20040605," Atlantic Ocean (off Africa),",0:30
26733,20040627,20040627," Seattle (Skyway), WA",10 minutes
26734,20040601,20040602," Portugal,",10 minutes
26735,20040515,20040529," Buenos Aires (Argentina),",5 minutes
26736,20040522,20040525," La Roche en Ardennes (Belgium),",10-20 seconds
26737,20040527,20040601," Atwood, IL",just a few seconds
26738,20040424,20040517," Franklin, TN",2 hours
26739,20040410,20040530," Kansas, OK",2 minutes
26740,20040601,20040603," Portugal,",
26741,20040603,20040603," Snohomish, WA",2-3 seconds
26742,20040626,20040626," Miami, FL",30 seconds
26743,20040620,20040621," Ashland, OR",1 hour
26744,20040626,20040626," Degraff, OH",a few minutes
26745,20040511,20040523," Val Caron (Canada), ON",approx:.5 minutes
26746,20040602,20040706," Nottingham (UK/England),",20 mins
26747,20040613,20040618," Los Angeles, CA",15 mins
26748,20000102,20040610," Aegean Sea (Turkey/Greece),",10-20 minutes
26749,20040614,20040616," Phoenix, AZ",10 Minutes
26750,20040610,20040610," South Royalton, VT",Constant
26751,20040623,20040701," Fairport, NY",2 1/2 minutes
26752,20040531,20040601," Gold Canyon, AZ",10seconds
26753,20040602,20040602," West Palm Beach, FL",5 minutes
26754,20040628,20040707," Nation Wide, FL",2 seconds
26755,20040508,20040522," Westcliffe, CO",2 minutes
26756,20040525,20040526," West Palm Beach, FL",6-8 minutes
26757,20040529,20040529," Brossard (Canada), QC",20 minutes
26758,20040616,20040619," Milan, TN",10seconds
26759,20040531,20040601," Sonora, CA",5 minutes or so
26760,20040527,20040529," Minneapolis, MN",Unknown
26761,19981101,20040521," Kalamazoo, MI",1min
26762,20040606,20040607," Brockville (Canada), ON",3 minutes
26763,20040516,20040518," Farmington, NY",4 seconds
26764,20040501,20040606," Las Vegas, NV",1 minute
26765,20040612,20040622," Endicott, NY",20 minutes
26766,20040616,20040628," Thornton, WA",approx 4 min.
26767,19910511,20040624," Huntington Beach, CA",2 minutes
26768,20040702,20040707," Milpitas, CA",seconds
26769,20040608,20040608," Birmingham, AL",45 seconds
26770,20011123,20040707," New York City (Bronx), NY",home
26771,20000821,20040608," Midland (Canada), ON",1 minute
26772,20040307,20040606," Watsonville, CA",
26773,20040524,20040529," Metairie, LA",30 min
26774,19540615,20040523," Palm Beach, CA",Short
26775,20040614,20040615," Goodyear/Buckeye/Gila Bend, AZ",20 minutes
26776,20020503,20040528," Auckland (New Zealand),",10 seconds
26777,20040706,20040707," Tel Aviv (Israel),",45 min
26778,20040531,20040604," Baton Rouge, LA",about 1.5 min
26779,19670901,20040607," Winchester, KY",15
26780,19891125,20040609," Monroe/Bastrop, LA",1 hour
26781,20040707,20040707," Dallas, TX",15 seconds
26782,19850801,20040605," Black Diamond, WA",15min
26783,20040518,20040521," Howell, MI",5 min
26784,20040605,20040606," Eureka, IL",25 seconds
26785,20040625,20040628," Portland, OR",2 minutes
26786,20040601,20040604," Rimrock, CA",10 minutes
26787,20040607,20040608," Covington, LA",5 seconds
26788,20040627,20040628," Gold Bar, WA",1 minute
26789,20040707,20040707," Heavener, OK",24 seconds
26790,20040212,20040630," Rodeo, CA",90 sec.
26791,19570815,20040605," Longview, WA",3 seconds
26792,20030713,20040605," Humble, TX",1 hour
26793,20040618,20040703," Blountville, TN",45 seconds to 55 seconds
26794,20040627,20040627," Dripping Springs, TX",10 seconds?
26795,20040622,20040622," Buffalo, NY",7 sec
26796,20040601,20040601," Chicago, IL",2 minutes
26797,20030407,20040630," Anacortes, WA",5 minutes
26798,19960322,20040611," Maple Valley, WA",45 seconds
26799,20040307,20040517," Winter Springs, FL",15 sec
26800,20040516,20040517," Winnipeg (Canada), MB",1 hour
26801,20031015,20040526," Maryville, MO",10 Seconds
26802,19870925,20040605," Alvarado, TX",10 min
26803,19790415,20040605," Jacksonville, TX",30min
26804,19910120,20040517," Scarsdale, NY",5 minutes
26805,20040617,20040628," Bavaro (Dominican Republic),",10 Seconds
26806,20040517,20040517," Batesville, AR",4 minutes
26807,20040519,20040528," Manchester (UK/England),",
26808,20040529,20040529," Citrus Heights, CA",45sec - 1:30 min
26809,20040614,20040615," Phoenix, AZ",5 minutes
26810,19980101,20040605," Hoboken, NJ",30 min
26811,19980118,20040605," LaGrande, OR",10 min
26812,20040618,20040618," Philadelphia, PA",25-30 seconds
26813,20040430,20040524," Penngrove, CA",10 minutes
26814,20040530,20040607," Yosemite National Park, CA",
26815,20040612,20040614," Torrance, CA",7 minutes
26816,20040627,20040702," Sherwood, OR",10 minutes
26817,20040606,20040609," Alentejo (Portugal),",
26818,20040605,20040605," Tulare/Bakersfield, CA",10 min
26819,19670701,20040605," Chatfield, MN",unknown
26820,20040606,20040612," Rockne, TX",30 mins.
26821,19860601,20040618," Plainview, TX",5 min.
26822,20040520,20040527," Burlington, WA",6 minutes
26823,20040626,20040701," Bolivar, MO",1 minute
26824,20040704,20040708," Dallas, TX",FEW MINUTES
26825,20040612,20040616," New York City (Bronx), NY",15 to 20 min.
26826,20040704,20040707," Brookings, OR",10 minutes
26827,20040530,20040601," Nipomo, CA",15 to 20 mins.
26828,20040511,20040615," Pico Rivera, CA",3 minutes
26829,19760915,20040614," Hoodsport, WA",1-2 minutes
26830,20040515,20040521," Federal Way, WA",2 minutes
26831,20040115,20040524," Bolivar (north of), MO",1 minute
26832,19780601,20040615," Paxton, IL",5 seconds
26833,20040531,20040601," Fort Lee, NJ",60 sec
26834,20030815,20040611," Loma Linda, CA",15 min.
26835,20040701,20040702," Rosemead, CA",30 secs
26836,19990813,20040701," Algonquin Park (Canada), ON",7 min
26837,20040703,20040703," Sedona, AZ",2-3 minutes
26838,20040605,20040605," Ottawa (Canada), ON",1.5 - 2 seconds
26839,20040201,20040626," Murfreesboro, TN",45 minutes
26840,20040524,20040601," Crawfordville, FL",5 min.?
26841,20020531,20040531," Pico Rivera, CA",30 min.
26842,19930917,20040605," Red Deer (Canada), AB",1- 2 minutes
26843,20040526,20040527," Westlake Village, AR",3 minutes
26844,20040521,20040605," Greeley, CO",5 minutes
26845,19830715,20040605," Poughkeepsie, NY",3 Minutes
26846,20040627,20040626," Broxburn (UK/England),",30 seconds
26847,20040610,20040610," Sault Ste. Marie (Canada), ON",1min 30sec
26848,19950910,20040606," Effingham, IL",30sec
26849,20040603,20040630," Surrey (Canada), BC",seconds
26850,20040518,20040523," Victoria (Canada), BC",30 to 40 seconds
26851,20040603,20040603," Milford, MA",2 minutes
26852,19590716,20040517," Worcester, MA",3 minutes
26853,19670101,20040605," Yoza Dakke Air Station, Okinawa (Japan),",15 min
26854,20000108,20040524," Beech Hill, Berkshire (UK/England),",1 minute
26855,20040516,20040523," North Vancouver (Canada), BC",varies
26856,20040606,20040614," Ashland, KY",10+ minutes
26857,20040706,20040706," Kingsburg, CA",5 minutes
26858,20040521,20040522," Palm Coast, FL",1 hour
26859,20040626,20040626," West Fargo, ND",5 seconds
26860,19701001,20040530," Vietnam,",5/10 minutes
26861,20031215,20040604," Central, IN",2 minutes
26862,20040614,20040616," Glendale, AZ",5 minutes
26863,20040626,20040626," Waterloo-Chelsea, MI",7 -10 sec
26864,20011009,20040625," Bowling Green, KY",5-7 MINUTES
26865,0,20040531," 14 Island Lake (Canada), QC",~2-3 sec.
26866,20040603,20040605," Kennewick, WA",seconds
26867,20040702,20040702," Colton, CA",2 minutes
26868,20040624,20040628," South Amherst, OH",less than 1 minute
26869,20040527,20040527," London (UK/England),",
26870,20040529,20040605," Sparks, NV",40 seconds
26871,20040503,20040527," Socorro (approx 30 miles S. of, on I-25), NM",2 to 3 hours
26872,19680606,20040605," Minot, ND",30mins
26873,20040707,20040707," Burleson, TX",3 minutes
26874,19740715,20040605," Mediterranean Sea,",25 to 30 min.
26875,20010515,20040629," Alden, MN",UNKNOWN
26876,19310215,20040607," Holyoke (6-8 miles southwest of), CO",1minute
26877,20040528,20040531," Mohawk, NY",2 minutes
26878,20040623,20040623," McLean, VA",1 hour
26879,19850707,20040708," Presidio (rural, 15 MILES SW of), TX",&gt;5 HOURS
26880,20040612,20040615," Phoenix, AZ",5 min
26881,20040624,20040630," Phoenix, AZ",2 minute
26882,19900519,20040703," Norwalk, CA",one minute
26883,20030805,20040517," Ashland, OR",5 sec
26884,20040629,20040630," Boston, MA",15 seconds
26885,20040619,20040619," Phoenix, AZ",2 seconds
26886,20030901,20040707," Van Nuys, CA",10 seconds
26887,20040602,20040605," Vancouver (Canada), BC",30 seconds
26888,20040613,20040612," Jessup, PA",3 Seconds
26889,19991022,20040521," Ripley, TN",30 min
26890,20040516,20040518," Wheaton, IL",5 seconds
26891,20040604,20040607," Monterey, CA",6 miutes
26892,20040412,20040522," Charlottesville, VA",about 10 secs
26893,19630601,20040605," Waukegan, IL",15 minuts
26894,19670922,20040606," Albuquerque, NM",~1hr
26895,19940601,20040601," Franklin, KY",2 Minutes
26896,20040613,20040614," Cardiff (UK/Wales),",2 mins
26897,20040616,20040617," Willoughby Hills, OH",1 minute
26898,19440101,20040627," Wilderness, WV",3 weeks
26899,20040618,20040622," Bremerton, WA",minute
26900,20040704,20040706," San Diego, CA",15 minutes
26901,19981024,20040524," Tacoma, WA",15 minutes
26902,20040525,20040619," Omaha (near), NE",1min 15sec
26903,20040518,20040519," Rocklin, CA",10 minutes
26904,20040607,20040608," Mandeville, LA",20-30 SECS
26905,0,20040520," Pearland, TX",One to two minutes.
26906,20040615,20040616," Phoenix, AZ",45 Seconds
26907,20040616,20040628," Avondale, AZ",9 minutes
26908,19750905,20040616," Sonoma Mountain, CA",10 minutes
26909,20040503,20040523," Fort Collins (Seen from), CO",2 minutes
26910,19630711,20040615," Albert Lea, MN",6 min
26911,20040624,20040625," Knoxville, TN",60 sec.
26912,20040619,20040619," Columbus, OH",10 min
26913,20040520,20040616," Loganville, GA",25 min
26914,19950724,20040630," Tooele, UT",20 minutes
26915,20040702,20040704," Oceanside, CA",15 min.
26916,20040513,20040526," San Antonio, TX",15-20 seconds
26917,20040624,20040701," Lafayette, CA",dream
26918,20040614,20040622," Phoenix, AZ",5 minutes
26919,20040629,20040630," Walpole (Australia),",15sec
26920,20040621,20040621," Ames, IA",6 min.
26921,20040704,20040705," Kingman, AZ",4 secs
26922,20030810,20040608," Albuquerque, NM",100 minutes
26923,19840615,20040609," Indjifa (Yugoslavia), PA",30 SECOND
26924,19660415,20040604," Francis E Warren AFB, WY",
26925,20040627,20040627," Smethport, PA",1 minute
26926,20040524,20040524," Langley, WA",3 minutes
26927,20040607,20040608," Argyle, FL",30 seconds
26928,20040521,20040523," St-Philippe (Canada), QC",
26929,20040708,20040708," Topeka, KS",2 minutes
26930,20040622,20040623," Onalaska, WI",75 minutes
26931,19730615,20040607," Balwin, MO",20 minutes
26932,19860820,20040523," Anchorage, AK",3 seconds
26933,19740809,20040604," Spokane, WA",10 seconds
26934,20040624,20040626," Lafayette, CA",2 minutes
26935,20040619,20040620," Kingwood, TX",1min
26936,20020610,20040630," Mudgee (Australia),",5 Minutes
26937,20040607,20040607," Royal Palm Beach, FL",
26938,19920315,20040607," Tampa, FL",10 minutes
26939,20040531,20040601," Knoxville, TN",20 minutes
26940,20040605,20040608," Flushing, NY",
26941,20040620,20040703," Columbus, OH",split sec
26942,20040603,20040604," Lake Country/Vernon (Canada), BC",a few seconds
26943,20040618,20040622," Montesano, WA",About Two Minutes
26944,20040629,20040629," Coquitlam (Canada), BC",20 minutes
26945,20040219,20040530," UK/England,",2 seconds
26946,20040621,20040622," Buckeye, AZ",3 hrs
26947,20040613,20040613," La Ceja (Antioquia) (Colombia),",3 Minutes
26948,20000701,20040613," Phoenix, AZ",1 or 2 minutes
26949,20040707,20040707," Douglas, GA",2-3hrs
26950,20040605,20040609," Hanna, WY",
26951,20040123,20040522," Dallas/Fort Worth, TX",10 min
26952,20040310,20040616," Broken Arrow, OK",2-3 mins
26953,20040625,20040626," Olympia, WA",3 sec
26954,20040615,20040615," Ottawa (Canada), ON",3 min
26955,20040627,20040627," Port Aransas, TX",4 seconds
26956,20040605,20040607," Santa Rosa, CA",15 min
26957,20040523,20040527," St. George Island, FL",5 minutes
26958,20040514,20040519," Santa Rosa, CA",45 sec
26959,19920915,20040605," Maccan (Canada), NS",10 minutes
26960,20040525,20040525," Dothan, AL",1+ hours
26961,20040623,20040624," London (Canada), ON",5 Minutes
26962,20040604,20040604," Eagle, CO",20 seconds
26963,20040618,20040623," Blountville, TN",about 65to55 seconds
26964,20040524,20040605," Breckenridge, CO",20 seconds
26965,20040515,20040523," Scarborough (Canada), ON",
26966,20040709,20040708," Melbourne (VIC, Australia),",2-3 minutes
26967,20040619,20040620," Los Angeles, CA",10 Minutes
26968,20040619,20040621," Chatham (Canada), ON",approx.7 min.
26969,20040604,20040605," Adrian, MI",1 hour
26970,20040303,20040702," Allegany, NY",5 minutes
26971,20040608,20040628," Albuquerque/Houston (inflight, halfway b/t), TX",30 seconds
26972,19950721,20040608," Philadelphia, PA",2-3 min.
26973,19801122,20040522," Alloy, WV",10 seconds total
26974,19701107,20040605," Franklin, TN",5 minutes
26975,20040314,20040528," Death Valley, CA",
26976,20040515,20040530," Slidell, LA",10 seconds
26977,20000303,20040605," Longwood, FL",20 seconds
26978,20040531,20040607," Knoxville, TN",20 minutes
26979,20030322,20040523," Iraq (southern),",several minutes
26980,20040523,20040528," Edmonton (Canada), AB",20 seconds
26981,20040229,20040521," Miami Beach, FL",1 minute
26982,20040629,20040630," Anacortes, WA",7 minutes
26983,20040528,20040614," Minneapolis, MN",45 to hour
26984,20040527,20040623," Venice, CA",4 minutes
26985,20010624,20040519," Highland, MI",15 Minutes
26986,19760601,20040629," Scottsville, KY",10 Minutes
26987,20040523,20040523," Seattle, WA",5 min. +
26988,20040516,20040517," Livonia, MI",19 min
26989,20040630,20040701," Podujeva (Kosovo),",30 mins
26990,20040519,20040523," Gila Bend- Yuma?, AZ",1 1/2&quot; hour
26991,20040526,20040527," London (Hamstead Heath) (UK/England),",10 min
26992,19920624,20040605," Laramie, WY",2 odd lights
26993,19960401,20040530," Monument Valley, UT",45 seconds
26994,20040620,20040621," Albia, IA",10 minutes
26995,20031119,20040523," Fairfield, IA",2-3 minutes
26996,20040530,20040603," West Phoenix, AZ",20 min.
26997,19920406,20040530," Port Alberni (Canada), BC",1 minute
26998,20040207,20040611," Tehran (Iran),",two years
26999,20040627,20040627," Wheeling, WV",5 seconds
27000,19690801,20040605," Ohio (northwest), OH",1 minute
27001,20040522,20040527," Inver Grove Heights, MN",2 minutes
27002,20040527,20040529," Melbourne/Titusville (between), FL",5 minutes
27003,20040617,20040617," Redding, CA",30 min
27004,20040531,20040601," Holbrook, AZ",8 sec
27005,20040518,20040523," Lake Powell, UT",4 hours
27006,19980422,20040806," Snohomish, WA",30-40sec
27007,20040728,20040729," Helendale, CA",20 seconds
27008,20040815,20040815," Niagara Falls (Canada), ON",10 min.
27009,20001225,20040823," Charlotte, NC",Unknown
27010,20040822,20040823," Woodbury, CT",
27011,20040821,20040822," Dunchurch (Canada), ON",8 min
27012,20040408,20040726," Peru/Rochester, IN",3-4 min
27013,20040818,20040819," Nanaimo (Canada), BC",10 seconds
27014,20040720,20040731," Atwater, CA",7 minutes
27015,20040804,20040804," Whitby (Canada), ON",9 minutes
27016,20040731,20040803," Albuquerque, NM",3 minutes
27017,20040718,20040723," Kassel (Germany) (on highway),",2 to 3 s
27018,20040729,20040728," Lesage, WV",3-5 min
27019,20040815,20040816," Denver, CO",10 Secs
27020,19770831,20040730," Everton, MO",overnight
27021,19970717,20040720," Belfield, ND",15 minutes
27022,20040811,20040813," Sterling, OK",15-20 minutes
27023,20040628,20040728," Wilmington, MA",1 minute tops
27024,20040716,20040716," St. Cloud, MN",7 minutes approx
27025,20040716,20040716," Mukilteo, WA",5 seconds
27026,19980601,20040720," Bakersfield, CA",1 minute
27027,20040824,20040824," West Chester, PA",5 minutes
27028,20040823,20040824," Englewood, CO",15 mins
27029,20040813,20040817," Placencia (Belize),",15 seconds
